"responseid","startdate","enddate","agegroup","state","area","edu","race","income","marstatus","armedforces","lbgtq","howhear","howheartext","yeargrad","whyattend","everrun","everwon","officeran","soughtreceivedappointed","soughtappointedtext","activeparty","commuting","famcaring","volunteering","workinggov","workingeve","workingweekend","workingotherjob","constitserv","fundraising","polevents","occupation","employed","employedtext","employedlead","hhexpenses","children","childage","distance","whyseek","whynotseek","discrimclass","discrimgender","discrimsexorient","discrimrace","needraisemoney","negadvertising","campaigndiff","officediff","timefam","worklife","fearlose","privacy","loseincome","fearnotseriousvoters","fearnotseriouscolleagues","fearnotseriousparty","biggestchall","planrunfuture","whenplanrun","whathelpemerge","menopps","solves","exciting","certaintype","certaintypetext","openseat","multiseat","manyrun","endorsementincumb","endorsementother","nowomanheld","communitystruggle","appointment","n","white","ran","won","areas","breadwinner","plan","planrun","yearstorun","runyearsfromgrad","aggressivecand","aggressivelead","assertivecand","assertivelead","calmcand","calmlead","compassionatecand","compassionatelead","decisivecand","decisivelead","goodnegcand","goodneglead","honestcand","honestlead","indepcand","indeplead","knowledgecand","knowledgelead","leadabilitiescand","leadabilitieslead","nurturingcand","nurturinglead","sensitivecand","sensitivelead","aggressivediff","assertivediff","calmdiff","compassionatediff","decisivediff","goodnegdiff","honestdiff","indepdiff","knowledgediff","leadabilitiesdiff","nurturingdiff","sensitivediff","emergestate","reasons","_Irace_2","_Irace_3","_Irace_4","_Irace_5","_Irace_6","_Irace_7","_Irace_8","_Ilbgtq_2","_Ilbgtq_3","_Iarea_2","_Iarea_3","_Istate_2","_Istate_3","_Istate_4","_Istate_5","_Istate_6","_Istate_7","_Istate_8","_Istate_9","_Istate_10","_Istate_11","_Istate_12","_Istate_13","_Istate_14","_Istate_15","_Istate_16","_Istate_17","_Istate_18","_Istate_19","_Istate_20","_Istate_21","_Istate_22","_Istate_23","_Istate_24","_Imarstatus_2","_Imarstatus_3","_Imarstatus_4","_Imarstatus_5","_Imarstatus_6","_Imarstatus_7","rentown","_merge","office","sheriff","clerk","mayor","coroner","alderman","judge","council","da","board","freeholder","school","commission","congress","governor","party","legisl","citymisc","city","county","state.o","natl","offs","lvls","singlehh","job","inc","binincome","eth","activedem","educ","vet","renter","lgbt","kids","psychindex"
"R_2wgzeVearyL1N2D","5/27/16 11:47","6/20/16 10:52",3,"California","Urban",8,"White/Caucasian",9,"Married","No","No","Other (please specify)","local news report in ~2004",2005,"Wasn't sure about running for office but liked the program and/or the idea of leadership training","No","","","Yes, I sought an appointive office and received the appointment","Oakland Budget Advisory Commission","Yes, a little active",2,2,1,1,2,2,1,1,2,2,"trial lawyer","Yes, full-time","","Yes, high-level leadership or management",4,"No",NA,6,"N/A","",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","No","","Help positioning me to follow a retiring/departing incumbent.",4,4,5,4,"You have to be confident, but likable.  You must be extroverted.",5,2,2,5,4,3,4,"Yes, received",1,1,0,NA,3,1,"",NA,NA,NA,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"California",5,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,5,"White",1,0.875,0,0,0,0,0.0625
"R_2wj1d2y4xlZXD4v","5/6/16 20:34","5/6/16 20:51",2,"California","Suburban",6,"White/Caucasian",9,"Single","No","No","Emerge alum","",2013,"Was considering running for office and wanted to learn more about it","No","","","No, I haven't sought appointive office","","Yes, somewhat active",2,1,3,4,2,2,1,2,2,2,"Policy Analyst","Yes, full-time","","Yes, mid-level leadership or management",2,"No",NA,9,"","Not the right opportunity.",0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,"","Yes","I haven't thought about it that much yet","Form a PAC",4,4,4,4,"Depends on the definition of success. Outgoing, attractive women seem to achieve their goal of being elected to office more easily.",5,3,2,4,4,4,2,"Haven't sought",1,1,0,NA,2,0,"",NA,NA,NA,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,-1,0,0,0,0,0,1,0,0,0,1,"California",4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Rent",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,5,"White",2,0.625,0,1,0,0,0.25
"R_2WJ61aulDVWFYK1","5/15/16 16:05","5/15/16 16:31",8,"Maine","Rural",5,"White/Caucasian",7,"Living with a partner","No","No","Emerge alum","",2012,"Wasn't sure about running for office but liked the program and/or the idea of leadership training","No","","","No, I haven't sought appointive office","","Yes, very active",2,3,2,1,2,3,1,1,2,4,"Political Operative","Yes, full-time","","Yes, high-level leadership or management",4,"Yes",14,5,"","I work to get women & Democrats elected.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Yes","2020","Nothing. Emerge Maine is amazing and I know they will have my back.",5,4,5,3,"",5,2,2,4,4,5,4,"Haven't sought",1,1,0,NA,1,1,"2020",2020,4,8,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,"Maine",5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Rent",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0.75,4,"White",3,0.5,0,1,0,1,0
"R_2WJalecAiQ5O3hr","5/31/16 7:50","5/31/16 8:00",5,"Wisconsin","Urban",6,"White/Caucasian",2,"Widowed","No","No","Emerge alum","",2014,"Had previously run for or held office and wanted to improve my next campaign","Yes","Yes","county board","No, I haven't sought appointive office","","Yes, a little active",2,2,1,3,2,1,1,1,1,2,"county board supervisor","Yes, part-time","","Yes, high-level leadership or management",4,"Yes",29,9,"to have input on policies that affect people in my community.","",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"I haven't had a challenger in 14 years, so my campaigns are simple.  I use my time helping others to run.","Yes","2017","money for printing",5,4,5,4,"You must be confident in your abilities.  You must be able to speak to crowds of people and to media under stressful circumstances.  You must be willing to work hard at getting background on issues, so you can defend your votes.  You must be wi",5,5,5,5,5,5,5,"Haven't sought",1,1,1,1,3,1,"2017",2017,1,3,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,-1,0,0,0,1,"Wisconsin",3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Own",3,"county board",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,1,0,0.125,1,"White",1,0.625,0,0,0,1,0.1875
"R_2WM7n7gnNZ8UnjX","5/28/16 13:12","5/28/16 13:22",3,"California","Suburban",8,"Hispanic/Latino",9,"Married","No","No","Emerge organizer","",2015,"Had decided to run for office and wanted to learn tools and tricks of the trade","Yes","No","city attorney","Yes, I sought an appointive office and received the appointment","latino affairs commission, zoning board of appeals, law library board of trustees","Yes, somewhat active",3,3,3,4,3,2,1,1,3,3,"attorney","Yes, full-time","","Yes, high-level leadership or management",3,"Yes",8,9,"I'm good at what I do and can make a difference.","",0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,"Raising money","No","","A network of support after graduation. I was on my own. A mentor.",1,5,4,4,"Gay, no children, connected",4,3,3,4,5,4,5,"Yes, received",1,0,1,0,2,1,"",NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,"California",1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"city attorney",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,1,1,5,"Latinx",2,0.875,0,0,0,1,0.4375
"R_2WNBH6J8Qw3G8ks","6/11/16 17:55","6/11/16 18:07",3,"New Jersey","Urban",6,"African American",6,"Single","No","No","Emerge alum","",2016,"Had decided to run for office and wanted to learn tools and tricks of the trade","No","","","No, I haven't sought appointive office","","Yes, somewhat active",1,3,3,1,2,1,1,3,1,2,"Network Circuit Designer","Yes, full-time","","No",4,"No",NA,5,"","The next municipal election isn't until 2018.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","Yes","2018","Fundraising, is my only concern but will not stop me from running for political office.",5,5,5,3,"",5,5,5,5,5,5,5,"Haven't sought",1,0,0,NA,3,1,"2018",2018,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"New Jersey",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0.625,3,"Black",2,0.625,0,0,0,0,0.0625
"R_2WPFVFKuku5z0Xu","7/29/16 10:21","7/29/16 10:36",4,"Massachusetts","Urban",6,"White/Caucasian",9,"Married","No","No","Emerge alum","",2013,"Had previously run for or held office and wanted to improve my next campaign","Yes","Yes","Alderman","No, I haven't sought appointive office","","Yes, somewhat active",4,4,2,3,4,4,4,3,2,2,"Executive Director, non-profit","Yes, full-time","","Yes, high-level leadership or management",4,"Yes",8,2,"entrenched 10 year incumbent was not a strategic thinker, voter and I didn't like the votes he made on behalf of my Ward","",0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,"a famous political family name was running against me.","Yes","2017","helping raise money",5,4,4,1,"",5,4,4,3,3,5,5,"Haven't sought",1,1,1,1,3,1,"2017",2017,1,4,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,"Massachusetts",3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"alderman",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,1,1,5,"White",2,0.625,0,0,0,1,0.375
"R_2wTCl3fLPF09488","5/7/16 13:19","5/7/16 14:00",4,"Massachusetts","Urban",5,"African American",6,"Single","No","No","Emerge alum","",2010,"Was considering running for office and wanted to learn more about it","Yes","No","state representative","No, I haven't sought appointive office","","No, not active",3,1,3,1,2,2,2,1,3,3,"benefits worker for homeless citizens  (social security )","Yes, full-time","","No",4,"No",NA,2,"I saw my mother's advocacy work while growing up.She recruited low income children and sign them up for the head start program","",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"I think was the fundraising. The first time I ran I did it on a budget and alot of help from my friends. I raised about $3000.00. I bought my yard signs buttons,did several robo calls. I did use social media but not as much as I wanted. I am ho","Yes","2016","Well at this time,i am already on the ballot. I got on the ballot without there help. They are planning to have a award ceremony of women in politics and I have decided not to go at this time.I feel they are not really helpful. I have learned a",1,2,5,1,"",3,3,3,3,3,3,5,"Haven't sought",1,0,1,0,3,1,"2016",2016,0,6,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,-1,0,-1,1,0,-1,1,-1,"Massachusetts",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Own",3,"state representative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,1,0,1,1,1,1,0.625,3,"Black",0,0.5,0,0,0,0,0.125
"R_2wztjgpzqiQ3Jk0","5/6/16 19:32","5/6/16 19:43",3,"California","Suburban",5,"White/Caucasian",9,"Divorced","No","No","Friend/Family","",2006,"Was considering running for office and wanted to learn more about it","No","","","Yes, I sought an appointive office and received the appointment","Commissioner, Town of Los Gatos; General Plan committee","No, not active",1,3,2,1,2,2,3,1,3,2,"Executive Director, Los Gatos Education Foundation","Yes, part-time","","Yes, high-level leadership or management",2,"Yes",8,9,"Serve my community","",0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,"","Yes","I haven't thought about it that much yet","Better network support -- have not done much alumni outreach in the past 10 years",5,5,5,3,"",5,2,1,5,5,5,5,"Yes, received",1,1,0,NA,2,0,"",NA,NA,NA,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,-1,0,1,1,0,1,1,0,0,0,1,1,"California",4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,5,"White",0,0.5,0,0,0,1,0.3125
"R_2X1LJOn25k4BdCj","7/27/16 18:28","7/27/16 18:43",6,"Wisconsin","Urban",6,"African American",3,"Single","No","No","Emerge alum","",2015,"Had previously run for or held office and wanted to improve my next campaign","Yes","Yes","Common Council Alder","Yes, I sought an appointive office and received the appointment","Boatd Membee","No, not active",3,1,4,4,4,4,3,4,3,4,"Public office","Yes, part-time","","Yes, high-level leadership or management",4,"No",NA,2,"For the good of our community","",0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,"Fundraising","Yes","2017","Fundraising",4,3,4,3,"",4,1,1,5,4,1,5,"Yes, received",1,0,1,1,3,1,"2017",2017,1,2,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,"Wisconsin",3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Own",3,"common council alder",NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,1,1,0,0.25,2,"Black",0,0.625,0,0,0,0,0.4375
"R_2X4IxrZGhNzuDVu","5/9/16 9:50","5/9/16 10:38",4,"California","Urban",6,"African American",7,"Divorced","No","No","Friend/Family","",2006,"Had decided to run for office and wanted to learn tools and tricks of the trade","Yes","Yes","San Francisco Board of Education","No, I haven't sought appointive office","","Yes, somewhat active",2,2,2,2,2,2,2,2,2,2,"Executive Assistant","Yes, full-time","","No",3,"Yes",28,9,"To change education policy for children of color in the San Francisco Unified School District","",1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,"Negative press","No","","None",5,4,4,1,"",3,3,3,4,3,5,4,"Haven't sought",1,0,1,1,3,1,"",NA,NA,NA,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,"California",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rent",3,"san francisco board of education",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,0,1,0,0,2,1,1,1,0.75,4,"Black",2,0.625,0,1,0,1,0.6875
"R_2X6aZDOiUGZxRTx","8/2/16 16:51","8/2/16 16:57",1,"New Jersey","Suburban",4,"African American",9,"Living with a partner","No","No","Emerge alum","",2015,"Had decided to run for office and wanted to learn tools and tricks of the trade","Yes","Yes","Board of education","No, I haven't sought appointive office","","Yes, somewhat active",3,2,2,1,4,4,1,2,1,2,"Sales manager","Yes, full-time","","Yes, high-level leadership or management",2,"No",NA,3,"Giving back to the community with genuine intent","",0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,"Proving that age and experience did not surpass knowledge and intent","Yes","2017","Publicity and media attention",5,4,4,4,"Strong, determined, out spoken, creative, challenging, a goal setter, trendy, fearless",5,5,5,5,5,5,5,"Haven't sought",1,0,1,1,2,0,"2017",2017,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,"New Jersey",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Own",3,"board of education",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,0,1,0,0,2,1,0,1,1,5,"Black",2,0.375,0,0,0,0,0.6875
"R_2X6hoi3nOb6rbbI","5/27/16 6:01","5/27/16 6:14",3,"Virginia","Suburban",5,"African American",9,"Married","No","No","Emerge alum","",2016,"Had previously run for or held office and wanted to improve my next campaign","Yes","No","School Board.","Yes, I sought an appointive office and received the appointment","Parks Recreation and Open Space","Yes, very active",3,4,4,4,4,2,1,3,2,4,"Consultant","Yes, full-time","","Yes, mid-level leadership or management",3,"Yes",26,7,"No gain if you are not part of the conversation -at the table!","",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Running against a nice guy in a complacent off off year election","Yes","2019","Network and fundraising events, talking about me in circles, training and authentic coaching to improve",5,4,5,5,"Bold, not a nice girl....a bold and assured woman with clear objectives.",5,5,5,5,5,5,5,"Yes, received",1,0,1,0,2,1,"2019",2019,3,3,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,1,0,0,0,0,-1,"Virginia",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Own",3,"school board.",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,0,1,0,0,2,1,0,1,1,5,"Black",3,0.5,0,0,0,1,0.125
"R_2XailvlQTGhWwNc","5/12/16 6:59","5/12/16 7:08",3,"Maine","Urban",6,"White/Caucasian",5,"Married","No","No","Colleague","",2015,"Had decided to run for office and wanted to learn tools and tricks of the trade","No","","","No, I haven't sought appointive office","","Yes, a little active",4,4,3,1,1,1,2,1,2,2,"Higher Ed Administration","Yes, full-time","","Yes, mid-level leadership or management",2,"Yes",14,3,"","Working full time does not allow for me to run for the office I would like..State Rep, but am now considering school board or city council to better fit with my work life",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"","Yes","2017","Emerge offer everything they can, it is my work situation (working full time) that has stopped me from running thus far",4,4,5,2,"",3,3,3,4,4,5,5,"Haven't sought",1,1,0,NA,3,0,"2017",2017,1,2,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,"Maine",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0.5,3,"White",1,0.625,0,0,0,1,0.1875
"R_2XamaZT4HbKsKi9","5/8/16 9:04","5/8/16 9:12",4,"Maryland","Urban",8,"Prefer Not to Say",4,"Divorced","No","No","Emerge organizer","",2013,"Had previously run for or held office and wanted to improve my next campaign","Yes","No","City Council","Yes, I sought an appointive office but didn't receive the appointment","various community based","Yes, somewhat active",2,1,4,1,2,2,2,3,2,2,"Educator","Yes, part-time","","No",4,"No",NA,4,"I knew I could do a better job that the incumbent at the time. He was not responsive to constituents.","",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,"Raising enough money. Also I got started late so didn't have enough name recognition.","No","","None. I have decided to support other women and Democrats and pursue a different path for myself.",5,3,4,4," at least on the surface.",4,2,3,4,4,4,4,"Yes, didn't receive",1,0,1,0,3,1,"",NA,NA,NA,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"Maryland",3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Own",3,"city council",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,1,0,0.375,2,"Other/Prefer Not to Say",2,0.875,0,0,0,0,0.1875
"R_2xEJPNWt0MzjnuM","5/6/16 19:51","5/6/16 20:08",4,"Wisconsin","Suburban",5,"White/Caucasian",6,"Single","No","No","Emerge alum","",2013,"Had previously run for or held office and wanted to improve my next campaign","Yes","Yes","City Council Alderperson","No, I haven't sought appointive office","","Yes, very active",2,2,3,1,2,2,1,1,3,4,"Account Executive","Yes, full-time","","No",4,"Yes",24,3,"To effect change in urban development, protect natural resources and bring more openness to local government.","",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Distinguishing myself from others who either pretended to be progressive or whose values were diametrically opposed to mine and not representative of the electorate.","No","","I am actively assisting other Emerge graduates in campaign strategy, specifically in the most effective messaging and methods of message delivery.",5,4,5,4,"You have to be determined, confident and be willing to do the hard work. You have to steel yourself against personal attacks, and carefully choose who will be on your team to properly support you.",3,3,3,3,5,5,5,"Haven't sought",1,1,1,1,2,1,"",NA,NA,NA,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"Wisconsin",3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Rent",3,"city council alderperson",NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,1,1,1,0.625,3,"White",3,0.5,0,1,0,1,0.125
"R_2xFrUV6eTLXjf9U","6/12/16 7:14","8/3/16 7:09",3,"Nevada","Urban",7,"Hispanic/Latino",9,"Married","No","No","Other (please specify)","Advirtisement in local paper",2008,"Was considering running for office and wanted to learn more about it","No","","","No, I haven't sought appointive office","","No, not active",2,3,1,1,2,2,1,1,1,1,"university faculty","Yes, full-time","","No",4,"No",NA,3,"","Timing. My plan was to run for city council, the incumbent for my district had just been reelected so I needed to wait for the term to be up. Shortly after we moved to another state. I am still getting to know the political environment of my ne",0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,"","Yes","2020","not sure yet",4,5,5,4,"determined",4,4,2,5,5,4,5,"Haven't sought",1,0,0,NA,3,1,"2020",2020,4,12,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,-1,0,"New Mexico",4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,5,"Latinx",0,0.75,0,0,0,0,0.375
"R_2Xgs4vWguRa1SFC","7/29/16 21:35","7/29/16 21:53",3,"California","Suburban",6,"African American",9,"Single","No","No","Colleague","",2012,"Was considering running for office and wanted to learn more about it","No","","","Yes, I sought an appointive office and received the appointment","Board Member","Yes, very active",4,2,2,1,3,1,1,1,1,2,"Controller","Yes, full-time","","Yes, high-level leadership or management",2,"No",NA,9,"I want to be the change that I see in the world. I have always been passionate about public service and holding an elected office where I have a seat at the table as well as the authority to influence the decision making process.","",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,"","Yes","2019","Hosting additional seminars for alumni to help us home the skills needed to run for office",1,1,1,2,"",5,4,3,4,4,5,5,"Yes, received",1,0,0,NA,2,0,"2019",2019,3,7,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,-1,1,-1,0,-1,0,0,0,0,0,-1,"California",4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Rent",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,5,"Black",3,0.625,0,1,0,0,0.1875
"R_2XidT7dNdv16OvV","5/7/16 5:04","5/7/16 5:16",5,"Kentucky","Rural",4,"White/Caucasian",4,"Married","No","No","Emerge organizer","",2010,"Had decided to run for office and wanted to learn tools and tricks of the trade","Yes","No","County Judge Executive","No, I haven't sought appointive office","","Yes, somewhat active",2,3,3,1,1,1,1,1,2,2,"Retired","No, retired","","",0,"Yes",42,9,"I wanted our county to move forward...to develop and follow through on a plan that was progressive, intentional and focused.  A major reason...our 6 grandchildren!","",0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,"The antics of the Republican party aka dirty politics....that may have been my biggest fear also.  Overcoming my background in church ministry...lol.  I wasn't take as seriously as I should have been.","No","","Right now, nothing.  My age and health are the biggest negatives.  I am considering running for a local magisterial office in 2016...I will wait and see how the 2 stated factors play into that decision.",5,5,5,2,"",3,2,2,3,3,4,5,"Haven't sought",1,1,1,0,1,NA,"",NA,NA,NA,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"Kentucky",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"county judge executive",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,2,0,0,0.375,2,"White",2,0.375,0,0,0,1,0.25
"R_2XjSCDJrLMjF1Cc","8/2/16 17:01","8/2/16 17:12",3,"Arizona","Suburban",8,"White/Caucasian",9,"Married","No","No","Colleague","",2016,"Was considering running for office and wanted to learn more about it","No","","","No, I haven't sought appointive office","","Yes, a little active",2,4,2,1,2,2,1,1,2,2,"Attorney","Yes, part-time","","Yes, high-level leadership or management",2,"Yes",12,2,"","I am running for office right now.",0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,"","Yes","2016","Support my campaign.",4,4,4,4,"Confident, organized, passionate, resilient, articulate, personable",4,4,4,4,4,2,4,"Haven't sought",1,1,0,NA,2,0,"2016",2016,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Arizona",4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,5,"White",1,0.875,0,0,0,1,0.5
